Player,Driving_Rank,Average_Drive_Distance,Year,Percent_Fairway_Hit,Percent_Greens_Hit,Top_10's,Percent_BreakPar_Rank,Avg_Score_Rank,Money_Rank,Percent_Par3_Bird,Percent_Par4_Bird,Percent_Par5_Bird,Avg_scoreB4cut,Masters_Top_10,Masters_Top_25
Steve Melnyk,66.0,259.3,1981,48.02,58.95,,118.0,142.0,119.0,12.5,8.6,36.36,74.25,,
Mark Hayes,67.0,259.2,1981,64.98,64.63,1.0,78.0,45.0,21.0,13.41,12.09,31.94,71.39,0.0,0.0
Mike Holland,68.0,258.7,1981,60.32,64.2,,94.0,104.0,141.0,8.33,11.58,38.71,72.5,,
David Graham,69.0,258.5,1981,68.32,62.08,2.0,74.0,67.0,10.0,11.96,13.22,33.75,72.63,1.0,1.0
John Schroeder,69.0,258.5,1981,64.29,64.31,2.0,85.0,70.0,53.0,13.64,12.06,31.15,72.0,,
Artie McNickle,71.0,258.1,1981,59.94,64.25,,121.0,114.0,150.0,7.61,13.98,25.58,72.88,,
Andy North,71.0,258.1,1981,52.86,60.48,,99.0,136.0,116.0,10.0,11.75,34.68,73.52,0.0,0.0
Jack Newton,73.0,257.9,1981,51.43,61.11,,123.0,138.0,137.0,7.5,11.17,33.78,73.71,0.0,0.0
Tim Simpson,73.0,257.9,1981,61.84,68.89,,106.0,98.0,108.0,10.71,11.26,34.92,72.92,,
Bob Murphy,75.0,257.7,1981,70.38,72.22,1.0,16.0,26.0,49.0,13.24,15.82,40.98,71.33,,
Larry Nelson,75.0,257.7,1981,75.18,70.97,1.0,12.0,15.0,9.0,14.38,16.11,40.58,71.09,0.0,0.0
Frank Beard,77.0,257.6,1981,59.74,62.12,,112.0,87.0,148.0,13.64,10.0,30.77,71.5,,
Mike Donald,77.0,257.6,1981,57.14,63.47,2.0,60.0,108.0,45.0,13.64,14.37,32.46,73.46,,
Mike Sullivan,79.0,257.5,1981,61.83,62.5,2.0,58.0,43.0,58.0,14.06,14.41,31.48,71.48,0.0,0.0
Barry Jaeckel,80.0,257.4,1981,55.29,64.4,1.0,130.0,102.0,25.0,9.26,12.68,23.53,72.22,,
Phillip Hancock,81.0,257.2,1981,63.74,64.74,1.0,71.0,117.0,100.0,5.77,15.79,32.65,73.48,0.0,0.0
Arnold Palmer,81.0,257.2,1981,60.15,62.87,,134.0,116.0,142.0,7.89,11.62,26.47,72.55,0.0,0.0
Lee Trevino,83.0,257.0,1981,69.64,70.63,2.0,15.0,5.0,19.0,14.29,16.55,40.63,69.87,0.0,0.0
John Cook,84.0,256.9,1981,66.52,69.27,1.0,79.0,27.0,17.0,14.06,14.67,26.32,71.1,0.0,1.0
Jim Colbert,84.0,256.9,1981,62.18,66.67,1.0,25.0,31.0,44.0,16.91,15.54,32.79,70.79,0.0,1.0
Ron Streck,86.0,256.8,1981,58.69,66.07,1.0,80.0,49.0,56.0,12.84,12.83,31.62,71.61,,
Mike Morley,87.0,256.7,1981,63.19,61.82,,75.0,90.0,78.0,14.1,12.32,34.29,72.36,0.0,0.0
Dan Halldorson,88.0,256.6,1981,68.16,67.62,2.0,38.0,66.0,31.0,13.57,14.71,35.77,72.39,0.0,0.0
Peter Oosterhuis,89.0,256.3,1981,51.24,61.11,,105.0,125.0,134.0,11.96,13.33,28.05,73.53,,
Rod Nuckolls,90.0,256.2,1981,65.79,64.04,,136.0,123.0,153.0,9.21,9.41,29.69,72.31,,
Jerry McGee,91.0,255.9,1981,58.71,64.41,,103.0,85.0,117.0,10.16,10.24,37.93,72.24,,
Jay Haas,92.0,255.6,1981,67.37,66.37,1.0,53.0,56.0,54.0,16.22,12.76,33.58,71.41,0.0,0.0
Doug Black,92.0,255.6,1981,66.54,67.84,,61.0,119.0,127.0,10.53,10.94,41.89,73.15,,
Bobby Nichols,94.0,255.4,1981,56.08,61.52,,135.0,124.0,154.0,8.33,11.27,27.66,72.95,,
Scott Watkins,95.0,255.2,1981,64.29,71.39,,107.0,20.0,122.0,11.25,12.74,29.41,71.25,,
Howard Twitty,96.0,255.1,1981,61.82,59.39,,68.0,105.0,107.0,14.66,14.47,28.43,73.6,0.0,0.0
Bob Eastwood,97.0,254.2,1981,61.75,67.38,,40.0,49.0,64.0,12.9,14.63,37.74,72.24,,
Loren Roberts,98.0,254.1,1981,57.89,65.2,,128.0,133.0,152.0,11.84,10.42,25.68,73.85,,
Curtis Strange,99.0,254.0,1981,71.43,68.14,3.0,27.0,16.0,7.0,12.5,16.11,36.21,70.95,0.0,1.0
Pat McGowan,100.0,253.9,1981,52.86,60.79,,36.0,95.0,110.0,17.86,14.09,34.38,72.59,0.0,0.0
Mike Gove,101.0,253.6,1981,59.91,63.08,,88.0,110.0,125.0,9.68,12.11,37.5,72.91,,
Tom Storey,102.0,253.5,1981,61.9,61.93,,113.0,102.0,132.0,9.26,13.93,26.53,72.47,,
Andy Bean,103.0,253.1,1981,60.71,70.83,5.0,6.0,6.0,5.0,21.09,14.88,44.64,69.65,0.0,0.0
Terry Diehl,104.0,252.7,1981,60.71,67.78,2.0,64.0,64.0,36.0,14.38,11.54,36.11,72.46,,
Gibby Gilbert,104.0,252.7,1981,62.56,64.37,,34.0,82.0,106.0,12.07,14.67,38.68,72.16,0.0,0.0
D.A. Weibring,104.0,252.7,1981,68.98,64.04,2.0,46.0,65.0,51.0,9.87,15.42,36.92,72.13,,
Rex Caldwell,107.0,252.6,1981,64.88,59.49,,131.0,122.0,133.0,15.63,8.8,26.74,73.06,,
Ed Sneed,108.0,252.5,1981,66.07,65.63,,56.0,38.0,70.0,14.84,13.95,31.53,71.4,0.0,0.0
George Archer,109.0,252.4,1981,56.75,66.05,2.0,18.0,10.0,29.0,11.81,13.42,46.77,70.79,0.0,1.0
Danny Edwards,109.0,252.4,1981,65.87,69.14,,55.0,71.0,82.0,14.81,15.36,28.57,71.74,,
Rod Curl,111.0,252.3,1981,50.41,63.17,,43.0,129.0,92.0,15.0,14.89,32.09,74.04,,
John Mahaffey,112.0,252.1,1981,72.73,66.92,2.0,37.0,10.0,33.0,19.32,13.36,34.21,70.62,1.0,1.0
David Edwards,113.0,251.9,1981,66.18,64.71,2.0,63.0,56.0,40.0,16.18,13.41,32.2,72.0,,
Tom Kite,113.0,251.9,1981,74.55,70.31,4.0,7.0,4.0,6.0,14.84,18.07,39.66,70.47,1.0,1.0
Hubert Green,115.0,251.6,1981,68.43,67.56,,100.0,108.0,96.0,14.52,12.35,26.36,72.52,0.0,1.0
Mark Pfeil,116.0,251.5,1981,55.07,61.47,,125.0,134.0,136.0,13.71,9.12,28.45,73.05,0.0,0.0
Bruce Fleisher,117.0,251.4,1981,59.01,65.22,,93.0,71.0,77.0,10.87,11.54,34.09,72.64,,
Lee Elder,118.0,251.1,1981,68.07,66.01,,116.0,83.0,114.0,11.76,10.73,31.97,72.5,0.0,0.0
Lyn Lott,118.0,251.1,1981,63.17,67.88,,129.0,106.0,131.0,8.59,11.24,30.0,72.86,,
Don Pooley,120.0,250.6,1981,63.45,60.29,1.0,67.0,59.0,73.0,12.5,15.19,31.58,71.64,0.0,1.0
Bill Rogers,121.0,250.4,1981,72.27,69.28,4.0,41.0,31.0,8.0,16.91,14.61,31.67,71.48,0.0,0.0
Grier Jones,122.0,250.3,1981,57.74,60.42,,88.0,114.0,94.0,14.58,10.8,34.88,72.6,,
Gary Koch,123.0,250.2,1981,68.83,63.13,,124.0,96.0,111.0,9.09,13.58,22.41,72.52,,
Roger Maltbie,124.0,250.1,1981,57.89,66.08,1.0,21.0,77.0,90.0,21.05,13.27,35.71,72.31,,
Michael Brannan,124.0,250.1,1981,61.76,60.78,1.0,102.0,74.0,93.0,11.76,12.09,32.14,72.62,,
Jack Renner,126.0,249.8,1981,74.39,67.21,2.0,82.0,45.0,39.0,10.98,13.82,32.86,71.41,0.0,0.0
Mark O'Meara,127.0,249.7,1981,69.16,67.17,3.0,33.0,34.0,23.0,14.2,17.54,28.75,71.73,,
Wally Armstrong,127.0,249.7,1981,65.13,63.24,,143.0,113.0,98.0,11.03,9.32,23.77,72.78,,
Tom Jenkins,127.0,249.7,1981,69.57,67.78,1.0,117.0,40.0,24.0,9.0,13.22,28.09,71.56,,
Dave Hill,130.0,249.5,1981,47.62,56.94,,145.0,141.0,164.0,6.25,9.13,27.38,73.29,,
Calvin Peete,131.0,249.4,1981,78.57,68.41,1.0,111.0,74.0,43.0,8.57,12.23,32.79,72.59,0.0,1.0
Joe Inman,132.0,248.5,1981,61.71,60.22,,115.0,89.0,101.0,12.0,14.12,22.73,72.59,0.0,0.0
Lou Graham,133.0,248.3,1981,58.73,60.8,,139.0,127.0,109.0,9.03,7.84,33.58,73.17,,
Scott Simpson,133.0,248.3,1981,59.46,69.67,1.0,26.0,18.0,42.0,16.89,16.75,30.0,71.13,0.0,0.0
Hale Irwin,135.0,248.2,1981,65.1,67.62,4.0,30.0,13.0,4.0,15.71,16.22,30.0,70.33,0.0,1.0
Frank Conner,136.0,247.9,1981,59.91,56.63,1.0,125.0,121.0,72.0,8.87,9.32,33.93,72.79,,
Tommy Aaron,137.0,246.7,1981,55.1,56.94,,101.0,94.0,128.0,15.18,11.22,30.61,72.44,0.0,0.0
Bud Allin,138.0,246.5,1981,71.62,61.56,1.0,59.0,55.0,52.0,13.51,15.03,31.06,71.1,,
Mike McCullough,139.0,245.8,1981,64.97,61.64,,114.0,96.0,118.0,10.71,12.5,28.21,73.0,,
Mike Reid,140.0,245.6,1981,74.07,67.7,3.0,72.0,36.0,34.0,12.04,13.29,35.87,72.21,0.0,0.0
Gene Littler,141.0,245.3,1981,72.91,62.84,,84.0,88.0,130.0,10.34,12.42,38.0,72.65,,
Jim Simons,142.0,244.6,1981,65.55,71.41,2.0,77.0,22.0,32.0,13.24,10.2,37.4,70.85,0.0,1.0
Alan Tapie,143.0,244.3,1981,60.04,56.77,,110.0,131.0,124.0,10.94,10.71,36.61,73.24,,
Morris Hatalsky,143.0,244.3,1981,58.52,53.21,,142.0,139.0,103.0,9.62,8.39,28.89,73.79,,
Dave Stockton,145.0,242.3,1981,59.52,63.97,1.0,92.0,78.0,76.0,12.88,12.57,31.67,72.6,0.0,0.0
Mike Hill,146.0,241.8,1981,51.98,57.1,,146.0,147.0,201.0,12.5,7.29,16.67,74.31,,
Rik Massengale,147.0,239.9,1981,61.76,53.59,,147.0,148.0,185.0,2.94,9.55,20.0,74.79,,
Jet Ozaki,1.0,271.9,1982,50.62,70.29,,14.0,73.0,135.0,15.22,13.25,43.18,71.6,,
Fuzzy Zoeller,2.0,270.8,1982,65.02,67.95,3.0,13.0,23.0,33.0,10.26,16.75,43.57,70.52,1.0,1.0
Gary Trivisonno,3.0,270.1,1982,56.35,62.04,,48.0,114.0,158.0,11.11,12.23,40.63,73.38,,
Bruce Douglass,4.0,269.8,1982,56.79,64.23,,78.0,110.0,92.0,11.59,11.27,36.49,72.54,,
Jim Thorpe,5.0,269.1,1982,68.05,61.4,,103.0,113.0,131.0,6.58,14.14,26.47,71.18,0.0,0.0
Tom Weiskopf,5.0,269.1,1982,62.14,70.0,2.0,12.0,19.0,19.0,12.5,15.29,42.45,70.06,1.0,1.0
Bill Sander,7.0,267.7,1982,56.72,57.52,,78.0,129.0,187.0,10.29,11.93,32.26,73.31,,
Tom Purtzer,8.0,267.6,1982,62.59,70.11,1.0,45.0,28.0,49.0,9.52,12.61,41.45,71.22,,
Dan Pohl,9.0,267.5,1982,60.17,69.87,,53.0,85.0,128.0,13.64,12.28,35.83,71.73,1.0,1.0
Don Reese,10.0,266.8,1982,50.84,60.46,,99.0,144.0,169.0,16.18,10.92,28.13,73.45,,
Denis Watson,11.0,266.4,1982,61.9,62.04,2.0,11.0,84.0,26.0,8.33,18.28,40.91,72.1,,
Greg Powers,12.0,266.3,1982,58.14,66.02,1.0,40.0,91.0,55.0,13.95,14.19,34.81,71.92,,
Johnny Miller,13.0,266.2,1982,68.81,71.85,3.0,6.0,2.0,5.0,15.0,18.67,39.42,69.88,0.0,0.0
Fred Couples,14.0,266.1,1982,62.16,65.47,1.0,26.0,38.0,52.0,13.51,14.77,38.64,71.61,,
Jim Dent,15.0,265.7,1982,58.16,62.22,1.0,93.0,66.0,66.0,12.14,10.99,34.13,72.41,,
Craig Stadler,16.0,265.5,1982,61.85,65.78,6.0,3.0,9.0,3.0,18.18,17.39,41.03,69.52,1.0,1.0
Mick Soli,17.0,265.4,1982,51.36,63.23,,117.0,145.0,146.0,8.33,11.11,33.33,73.15,,
Bill Calfee,18.0,264.4,1982,53.36,56.21,,113.0,121.0,178.0,14.71,8.99,31.67,73.46,,
Barney Thompson,19.0,264.2,1982,55.19,60.1,,119.0,137.0,120.0,7.95,10.18,34.15,72.79,,
Bob Gilder,20.0,263.9,1982,59.23,66.4,1.0,21.0,30.0,32.0,11.59,15.73,36.49,70.86,0.0,1.0
Dave Eichelberger,21.0,263.8,1982,61.36,70.8,,22.0,58.0,81.0,12.82,15.92,35.42,71.87,0.0,0.0
Barry Harwell,22.0,263.7,1982,62.61,69.28,,99.0,15.0,114.0,11.76,14.61,20.0,71.73,,
Andy Bean,23.0,263.6,1982,60.18,70.69,5.0,5.0,9.0,7.0,17.5,16.02,42.57,70.48,1.0,1.0
Tom Watson,23.0,263.6,1982,67.32,71.04,4.0,2.0,4.0,4.0,20.45,15.98,46.77,69.82,1.0,1.0
Bobby Clampett,25.0,263.3,1982,62.54,67.48,4.0,18.0,17.0,9.0,12.2,14.86,38.67,70.87,,
Peter Jacobsen,26.0,262.3,1982,73.74,72.88,1.0,78.0,42.0,63.0,8.82,13.64,32.26,71.11,0.0,1.0
George Burns,27.0,262.2,1982,59.11,65.28,2.0,29.0,17.0,15.0,14.38,13.59,38.51,70.15,0.0,0.0
Roger Maltbie,27.0,262.2,1982,60.48,63.52,1.0,95.0,93.0,53.0,8.33,11.94,35.45,72.68,,
Gil Morgan,29.0,262.0,1982,67.86,66.15,3.0,65.0,35.0,44.0,11.72,11.68,39.47,71.55,0.0,0.0
J.C. Snead,30.0,261.9,1982,66.79,66.25,,58.0,32.0,46.0,11.25,13.94,33.33,71.64,,
Hal Sutton,30.0,261.9,1982,65.24,71.11,,85.0,75.0,88.0,12.5,12.83,27.59,71.32,,
Jerry Pate,32.0,261.4,1982,70.63,68.98,3.0,9.0,7.0,1.0,14.58,18.09,36.72,70.63,1.0,1.0
John Adams,33.0,261.3,1982,60.2,61.9,,94.0,114.0,127.0,8.33,11.57,33.33,73.5,,
Jeff Mitchell,34.0,260.8,1982,61.69,68.69,,78.0,70.0,89.0,9.09,12.61,35.54,71.95,,
Dave Barr,35.0,260.6,1982,56.25,63.19,,134.0,126.0,151.0,6.25,9.06,34.19,73.17,0.0,0.0
Bruce Lietzke,36.0,260.5,1982,69.96,71.51,2.0,17.0,29.0,22.0,13.46,15.0,38.36,70.9,0.0,1.0
Mark Hayes,37.0,260.4,1982,61.29,66.49,,90.0,94.0,108.0,12.9,12.26,31.03,72.79,1.0,1.0
Barry Jaeckel,38.0,260.1,1982,55.51,64.92,,84.0,62.0,80.0,13.57,10.99,33.33,71.91,,
Jack Nicklaus,39.0,259.9,1982,67.5,72.22,3.0,8.0,8.0,12.0,12.5,16.18,43.42,70.42,0.0,1.0
Peter Oosterhuis,39.0,259.9,1982,60.12,67.28,1.0,68.0,48.0,51.0,16.67,11.76,30.77,71.26,0.0,1.0
Keith Fergus,41.0,259.6,1982,71.65,68.01,1.0,43.0,82.0,64.0,15.15,13.99,34.45,71.82,0.0,0.0
Bob Byman,41.0,259.6,1982,58.93,68.25,,38.0,39.0,93.0,12.5,16.21,32.35,72.0,,
George Cadle,43.0,259.5,1982,67.71,65.78,,108.0,122.0,124.0,13.0,10.16,30.85,72.56,,
Scott Hoch,43.0,259.5,1982,65.45,67.96,3.0,16.0,13.0,13.0,8.14,17.49,39.1,70.83,,
Vance Heafner,45.0,259.0,1982,59.58,67.68,2.0,32.0,44.0,18.0,12.5,14.98,35.8,71.69,,
Wayne Levi,45.0,259.0,1982,69.05,68.72,2.0,10.0,11.0,10.0,13.89,16.91,43.0,70.56,0.0,1.0
Mark Lye,47.0,258.5,1982,54.83,63.89,,72.0,108.0,107.0,11.76,14.0,27.78,72.56,,
Gary Hallberg,47.0,258.5,1982,56.49,61.74,1.0,28.0,98.0,61.0,13.64,13.35,38.99,71.6,,
Don January,49.0,258.3,1982,62.34,67.68,,37.0,13.0,83.0,12.5,14.22,35.53,70.58,,
David Graham,50.0,258.2,1982,60.57,71.33,1.0,47.0,31.0,71.0,10.0,16.67,30.43,71.67,0.0,1.0
Bobby Wadkins,50.0,258.2,1982,65.26,65.4,,67.0,57.0,47.0,7.39,14.04,36.88,71.22,,
John Fought,52.0,258.0,1982,65.97,58.82,,139.0,133.0,165.0,11.76,11.8,18.33,73.46,,
Ed Fiori,53.0,257.9,1982,54.69,66.94,1.0,19.0,41.0,16.0,9.29,13.66,40.32,71.0,0.0,0.0
Phillip Hancock,54.0,257.8,1982,68.72,64.37,,71.0,96.0,102.0,6.9,13.42,36.11,71.88,,
Rex Caldwell,54.0,257.8,1982,62.45,65.08,2.0,39.0,25.0,36.0,12.86,13.46,37.3,71.1,,
Tommy Valentine,54.0,257.8,1982,62.7,62.81,1.0,101.0,132.0,86.0,13.89,13.17,22.73,72.75,,
Andy North,57.0,257.7,1982,60.52,66.82,1.0,48.0,69.0,41.0,11.11,13.98,34.09,72.23,0.0,0.0
John Cook,58.0,257.5,1982,66.2,68.29,1.0,30.0,21.0,54.0,15.24,16.05,29.17,71.05,0.0,0.0
Woody Blackburn,58.0,257.5,1982,64.29,64.58,1.0,76.0,59.0,40.0,15.63,10.18,36.84,71.67,,
Terry Mauney,60.0,256.7,1982,71.7,67.74,,73.0,33.0,103.0,15.38,13.97,23.91,72.11,,
Mark McCumber,60.0,256.7,1982,62.99,57.83,,128.0,125.0,99.0,7.95,11.4,31.25,72.42,,
Tom Kite,60.0,256.7,1982,76.64,72.22,5.0,1.0,1.0,2.0,15.54,20.73,47.73,69.16,1.0,1.0
Howard Twitty,63.0,256.4,1982,58.3,62.16,,107.0,120.0,109.0,5.41,13.09,31.62,73.0,,
Jim Booros,63.0,256.4,1982,62.64,66.67,2.0,36.0,53.0,37.0,10.9,15.35,35.92,71.7,,
Ben Crenshaw,63.0,256.4,1982,57.72,62.16,2.0,22.0,83.0,45.0,13.51,13.54,41.04,71.71,0.0,1.0
Eric Batten,66.0,256.2,1982,63.1,62.96,1.0,137.0,72.0,78.0,12.5,9.68,27.27,71.7,,
Jim Barber,66.0,256.2,1982,57.98,62.42,,149.0,149.0,177.0,5.88,9.3,24.24,74.85,,
Pat McGowan,68.0,256.1,1982,59.94,67.87,,111.0,61.0,97.0,8.7,13.98,26.74,72.13,,
Steve Jones,69.0,256.0,1982,53.01,61.7,,135.0,147.0,209.0,9.21,10.2,28.57,75.06,,
Mike Sullivan,70.0,255.9,1982,65.25,65.62,,78.0,88.0,95.0,9.46,13.73,31.06,72.52,,
Curtis Strange,71.0,255.8,1982,69.74,71.49,3.0,15.0,6.0,21.0,16.45,19.19,30.15,70.67,1.0,1.0
Brad Bryant,71.0,255.8,1982,60.14,60.39,1.0,118.0,138.0,23.0,8.06,12.11,29.46,74.32,,
Charles Coody,73.0,255.7,1982,60.71,65.08,,91.0,92.0,110.0,13.39,12.07,30.39,72.35,0.0,0.0
Jeff Sanders,73.0,255.7,1982,54.87,64.9,,50.0,81.0,96.0,15.91,13.16,32.5,72.87,,
Mike Morley,75.0,255.6,1982,63.01,64.09,2.0,25.0,87.0,59.0,14.29,15.28,35.58,72.74,,
Leonard Thompson,75.0,255.6,1982,59.18,62.5,1.0,70.0,79.0,75.0,12.5,13.01,34.0,72.2,,
Lanny Wadkins,77.0,255.4,1982,70.0,66.35,3.0,33.0,24.0,11.0,15.71,14.4,34.43,71.1,0.0,0.0
Doug Tewell,78.0,255.3,1982,72.45,66.87,1.0,51.0,76.0,74.0,13.39,15.73,27.36,71.59,,
Bruce Fleisher,79.0,255.1,1982,60.57,63.56,,54.0,103.0,123.0,16.0,13.1,31.63,72.28,,
Tim Simpson,80.0,255.0,1982,65.26,68.81,1.0,57.0,48.0,39.0,18.18,12.61,30.13,71.08,,
Mark O'Meara,81.0,254.7,1982,58.21,68.33,1.0,19.0,64.0,67.0,14.38,17.15,30.14,71.6,,
Calvin Peete,81.0,254.7,1982,80.18,72.58,3.0,6.0,3.0,28.0,20.97,18.13,33.33,70.12,0.0,0.0
Mike Holland,83.0,254.6,1982,67.03,64.32,,92.0,128.0,173.0,14.42,10.11,32.99,73.43,,
Dan Halldorson,83.0,254.6,1982,65.31,70.48,1.0,58.0,47.0,65.0,12.14,14.84,30.95,71.37,,
Jack Renner,85.0,254.5,1982,71.17,69.25,1.0,51.0,54.0,43.0,15.18,15.97,25.96,72.17,0.0,1.0
Raymond Floyd,86.0,254.4,1982,71.2,67.56,2.0,35.0,36.0,31.0,12.9,16.88,27.5,71.41,1.0,1.0
Skeeter Heath,86.0,254.4,1982,58.57,63.78,,120.0,97.0,119.0,8.0,10.55,30.85,71.88,,
Nick Faldo,88.0,254.1,1982,65.6,66.52,1.0,78.0,62.0,38.0,11.18,12.66,29.93,71.15,,
Mike Smith,88.0,254.1,1982,56.17,58.33,,140.0,139.0,162.0,13.64,9.13,25.64,72.57,,
Bobby Nichols,90.0,254.0,1982,58.39,61.11,,142.0,143.0,149.0,9.78,11.11,20.45,74.17,,
Jay Haas,91.0,253.9,1982,70.56,66.26,2.0,30.0,27.0,35.0,14.63,15.35,34.03,70.05,0.0,0.0
Ken Green,92.0,253.5,1982,58.33,55.56,,129.0,114.0,159.0,9.72,9.68,31.82,72.83,,
Scott Simpson,93.0,253.4,1982,69.31,69.52,3.0,4.0,5.0,6.0,22.97,16.41,36.57,70.43,,
Mark Pfeil,94.0,253.3,1982,64.06,68.58,,143.0,95.0,101.0,10.94,9.09,25.42,73.05,,
Morris Hatalsky,94.0,253.3,1982,68.16,65.08,1.0,45.0,36.0,56.0,12.14,14.56,35.71,70.62,0.0,1.0
Danny Edwards,94.0,253.3,1982,69.78,67.74,1.0,66.0,77.0,17.0,15.38,11.57,35.42,71.27,0.0,1.0
Lindy Miller,97.0,252.8,1982,61.76,64.38,,104.0,136.0,184.0,11.76,13.37,25.76,72.69,,
Lonnie Nielsen,98.0,252.5,1982,65.34,57.61,,138.0,135.0,148.0,8.33,11.43,24.49,73.11,,
Tom Jenkins,99.0,252.4,1982,65.79,62.87,1.0,64.0,46.0,62.0,11.18,16.0,29.55,72.13,,
Chip Beck,100.0,252.2,1982,68.37,63.69,1.0,110.0,111.0,48.0,12.5,12.76,23.53,72.06,,
Mike Donald,101.0,251.9,1982,67.99,66.46,,63.0,52.0,87.0,10.19,15.49,32.98,72.21,,
Hale Irwin,101.0,251.9,1982,66.18,64.87,2.0,24.0,12.0,8.0,17.65,14.53,35.59,70.61,0.0,0.0
Jim Colbert,103.0,251.7,1982,69.12,64.05,,77.0,50.0,106.0,13.24,12.01,34.75,72.05,,
Woody Fitzhugh,104.0,251.4,1982,61.34,63.07,,125.0,98.0,152.0,10.29,10.67,31.67,73.18,,
Bill Britton,105.0,251.1,1982,61.52,58.78,,61.0,73.0,77.0,12.1,11.88,39.47,72.57,,
Jim Nelford,106.0,250.9,1982,54.97,60.63,1.0,87.0,85.0,73.0,10.87,12.08,35.37,72.88,,
Ed Sneed,107.0,250.8,1982,67.44,65.12,3.0,34.0,44.0,20.0,13.37,14.86,34.81,71.3,,
D.A. Weibring,108.0,250.4,1982,65.16,66.12,3.0,41.0,42.0,24.0,14.63,13.92,33.33,71.35,,
George Archer,108.0,250.4,1982,58.24,64.67,,27.0,40.0,50.0,16.67,14.85,30.99,71.09,0.0,0.0
Pat Lindsey,110.0,250.3,1982,58.93,54.17,,144.0,148.0,142.0,8.75,8.25,27.03,72.67,,
Gary Koch,111.0,249.9,1982,59.94,61.59,,130.0,124.0,126.0,11.96,12.18,23.81,73.08,,
David Edwards,111.0,249.9,1982,68.88,63.69,,97.0,104.0,115.0,14.29,13.27,26.53,72.58,,
Bob Eastwood,111.0,249.9,1982,69.84,63.27,,88.0,77.0,69.0,11.11,12.83,30.77,71.43,,
Gibby Gilbert,111.0,249.9,1982,65.71,63.33,,55.0,79.0,70.0,10.83,14.19,36.36,71.22,,
Jay Cudd,115.0,249.7,1982,65.48,59.26,,147.0,142.0,139.0,18.06,9.57,14.06,73.31,,
John Schroeder,116.0,249.5,1982,61.11,66.26,,132.0,64.0,132.0,6.48,11.35,31.25,72.32,0.0,1.0
Rod Curl,117.0,249.4,1982,56.61,66.26,,116.0,101.0,161.0,11.11,9.06,35.29,72.55,,
Mike McCullough,118.0,249.3,1982,68.75,64.58,,114.0,67.0,68.0,10.0,12.98,26.39,71.92,,
Larry Nelson,118.0,249.3,1982,71.43,67.72,2.0,44.0,50.0,34.0,10.81,14.58,35.07,71.63,1.0,1.0
Chi Chi Rodriguez,118.0,249.3,1982,59.71,64.67,,108.0,122.0,190.0,11.0,14.06,24.47,72.7,0.0,0.0
Terry Diehl,121.0,249.2,1982,60.0,63.06,,131.0,114.0,154.0,7.5,11.65,27.03,73.29,,
Wally Armstrong,122.0,249.1,1982,64.71,62.09,,145.0,134.0,144.0,5.88,9.09,30.65,73.69,,
Isao Aoki,123.0,248.8,1982,66.58,58.73,,114.0,88.0,85.0,10.71,12.07,28.43,72.25,0.0,0.0
Allen Miller,123.0,248.8,1982,70.54,64.41,,112.0,90.0,113.0,11.72,12.77,26.05,72.74,,
Miller Barber,125.0,248.6,1982,70.66,64.48,,127.0,114.0,150.0,8.04,12.16,30.21,72.6,,
Forrest Fezler,126.0,248.5,1982,66.59,66.49,1.0,69.0,34.0,60.0,14.52,12.58,30.17,71.81,,
Al Geiberger,127.0,248.4,1982,66.37,69.21,,86.0,54.0,79.0,18.75,10.0,31.4,72.73,,
John Mahaffey,128.0,247.5,1982,76.6,73.75,1.0,42.0,16.0,27.0,12.07,17.88,25.96,70.73,0.0,0.0
Don Pooley,129.0,246.7,1982,67.98,62.45,,96.0,108.0,104.0,9.48,9.67,40.57,73.1,0.0,0.0
Scott Watkins,129.0,246.7,1982,59.74,62.88,,105.0,67.0,124.0,7.95,12.61,32.05,71.93,,
Gene Littler,131.0,246.5,1982,73.81,62.59,1.0,122.0,60.0,76.0,13.33,10.83,26.42,71.47,,
Frank Conner,131.0,246.5,1982,61.65,61.11,1.0,135.0,112.0,30.0,9.87,9.62,29.2,72.76,0.0,0.0
Lyn Lott,133.0,246.4,1982,66.36,61.29,,146.0,129.0,129.0,7.26,10.25,24.11,71.84,,
Ron Streck,134.0,245.9,1982,66.93,65.23,,98.0,107.0,143.0,12.04,13.57,26.53,72.7,0.0,0.0
Bill Rogers,135.0,245.6,1982,74.37,69.93,2.0,89.0,22.0,25.0,10.29,14.12,29.51,70.78,0.0,0.0
Dave Stockton,136.0,245.5,1982,57.37,62.5,1.0,102.0,119.0,91.0,12.5,13.33,24.58,72.86,,
Michael Brannan,137.0,245.3,1982,59.42,62.63,,105.0,131.0,166.0,10.23,13.6,27.5,73.25,,
Victor Regalado,138.0,245.2,1982,58.93,63.89,,121.0,100.0,147.0,12.5,13.01,22.0,72.42,,
Billy Kratzert,139.0,244.5,1982,50.0,68.28,,61.0,106.0,94.0,16.94,13.4,30.97,72.86,,
Lee Elder,139.0,244.5,1982,67.35,60.48,,124.0,105.0,116.0,16.43,8.79,28.57,72.48,,
Jim Simons,141.0,244.4,1982,69.39,69.52,2.0,58.0,19.0,14.0,16.43,13.19,31.75,71.1,0.0,1.0
Lou Graham,142.0,244.3,1982,61.38,61.46,,148.0,140.0,145.0,9.38,8.54,23.33,73.29,,
